,jurisdiction,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,Year
555,Vermont,"626,592",925,11,146,,99,669,"15,086","3,838","10,720",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
556,Virginia,"8,104,384","16,014",304,"1,591",,"5,425","8,694","182,902","30,656","142,476",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
557,Washington,"6,823,267","20,152",163,"2,320",,"5,627","12,042","244,209","56,561","162,828",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
558,West Virginia,"1,854,908","5,497",87,372,,802,"4,236","39,009","10,245","26,656",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
559,Wisconsin,"5,709,843","14,268",138,"1,190",,"4,600","8,340","139,912","27,167","104,472",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
560,Wyoming,"567,356","1,245",18,146,,71,"1,010","12,878","1,864","10,493",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
561,Alaska,"730,307","4,412",30,583,,630,"3,169","20,037","2,950","15,565",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
562,Arizona,"6,551,149","28,077",358,"2,282",,"7,383","18,054","231,701","52,911","159,808",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
563,Alabama,"4,817,528","21,693",342,"1,296",,"5,020","15,035","168,878","47,481","111,523",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
564,Arkansas,"2,949,828","13,851",174,"1,233",,"2,310","10,134","109,389","32,673","70,982",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
565,California,"37,999,878","160,944","1,884","7,837",,"56,521","94,702","1,049,465","245,767","635,090",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
566,Colorado,"5,189,458","15,951",152,"2,122",,"3,392","10,285","139,355","26,163","101,091",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
567,Connecticut,"3,591,765","10,183",117,933,,"3,709","5,424","77,169","14,787","55,904",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
568,Delaware,"917,053","5,048",56,249,,"1,498","3,245","30,707","7,389","21,880",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
569,DC,"633,427","7,866",88,236,,"4,037","3,505","30,757","3,519","23,575",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
570,Florida,"19,320,749","94,087","1,009","5,260",,"23,889","63,929","632,988","153,563","442,095",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
571,Georgia,"9,915,646","37,675",583,"2,143",,"12,502","22,447","339,473","86,992","223,875",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
572,Hawaii,"1,390,090","3,378",21,279,,"1,125","1,953","43,419","7,653","31,901",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
573,Idaho,"1,595,590","3,348",30,495,,243,"2,580","31,825","7,240","23,203",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
574,Illinois,"12,868,192","53,556",770,"3,581",,"19,480","29,725","332,706","71,100","235,314",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
575,Indiana,"6,537,782","22,544",307,"1,661",,"6,601","13,975","197,994","47,689","136,668",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
576,Iowa,"3,075,039","8,167",49,901,,962,"6,255","70,357","17,201","49,116",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
577,Kansas,"2,885,398","10,292",85,"1,105",,"1,493","7,609","91,066","18,874","65,413",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
578,Kentucky,"4,379,730","9,852",201,"1,312",,"3,547","4,792","112,800","29,877","76,199",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
579,Louisiana,"4,602,134","22,839",489,"1,155",,"5,458","15,737","162,673","42,037","112,764",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
580,Maine,"1,328,501","1,626",26,372,,420,808,"33,398","7,476","24,931",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
581,Maryland,"5,884,868","28,086",373,"1,237",,"10,173","16,303","162,309","33,803","113,550",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
582,Massachusetts,"6,645,303","27,047",121,"1,650",,"6,555","18,721","143,325","34,635","99,453",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
583,Michigan,"9,882,519","44,962",701,"4,635",,"10,423","29,203","249,249","65,560","158,609",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
584,Minnesota,"5,379,646","12,419",99,"1,638",,"3,475","7,207","138,152","25,378","104,316",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
585,Mississippi,"2,986,450","7,769",213,819,,"2,277","4,460","83,933","28,084","51,520",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
586,Missouri,"6,024,522","27,189",390,"1,527",,"5,782","19,490","199,813","42,510","140,971",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
587,Montana,"1,005,494","2,803",29,392,,202,"2,180","26,102","3,920","20,484",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
588,Nebraska,"1,855,350","4,802",52,710,,"1,128","2,912","51,203","8,745","38,301",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
589,Nevada,"2,754,354","16,763",124,931,,"4,918","10,790","77,510","22,120","45,372",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
590,New Hampshire,"1,321,617","2,841",15,486,,471,"1,869","32,074","5,988","25,024",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
591,New Jersey,"8,867,749","25,727",388,"1,035",,"11,385","12,919","181,481","42,338","122,662",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
592,New Mexico,"2,083,540","11,660",116,957,,"1,847","8,740","75,094","21,384","48,247",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
593,New York,"19,576,125","79,535",683,"2,837",,"28,633","47,382","375,268","64,389","293,562",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
594,North Carolina,"9,748,364","34,464",479,"1,984",,"9,392","22,609","328,594","99,323","213,151",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
595,North Dakota,"701,345","1,723",25,279,,127,"1,292","14,297","2,429","10,687",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
596,Ohio,"11,553,031","34,827",478,"3,813",,"15,396","15,140","370,435","105,312","245,372",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
597,Oklahoma,"3,815,780","18,102",220,"1,622",,"3,248","13,012","130,969","36,094","83,131",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
598,Oregon,"3,899,801","9,638",91,"1,159",,"2,419","5,969","126,417","22,051","94,114",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
599,Pennsylvania,"12,764,475","45,384",707,"3,371",,"15,735","25,571","276,562","57,040","204,409",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
600,Rhode Island,"1,050,304","2,657",36,292,,715,"1,614","27,039","5,929","18,478",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
601,South Carolina,"4,723,417","26,474",332,"1,712",,"4,511","19,919","181,049","45,222","122,340",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
602,South Dakota,"834,047","2,701",23,600,,157,"1,921","17,326","3,280","12,973",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
603,Tennessee,"6,454,914","41,213",400,"2,047",,"8,151","30,615","217,925","56,231","148,731",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
604,Texas,"26,060,796","106,475","1,148","7,715",,"30,385","67,227","876,459","205,002","606,425",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
605,Utah,"2,854,871","5,939",52,975,,"1,105","3,807","86,284","13,095","67,157",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
606,Vermont,"625,953",891,8,131,,114,638,"15,653","4,179","11,014",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
607,Virginia,"8,186,628","15,676",322,"1,505",,"4,718","9,131","178,434","29,651","139,654",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
608,Washington,"6,895,318","20,553",217,"2,250",,"5,801","12,285","254,377","61,376","166,338",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
609,West Virginia,"1,856,680","5,943",70,415,,835,"4,623","44,500","11,466","30,800",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
610,Wisconsin,"5,724,554","16,254",169,"1,228",,"4,692","10,165","140,780","27,931","104,619",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
611,Wyoming,"576,626","1,161",14,154,,61,932,"13,222","2,125","10,513",31802.82183908046,14088.402298850575,13542.933333333332,4970.7106918239,527.3656716417911,233.56613756613757,505.07716049382714,40.12626262626262,17714.419540229886,2012
612,Alaska,"737,259","4,709",34,657,925,623,"3,127","21,211","2,917","16,599",30277.7908496732,12998.019607843138,12245.78,5548.411764705882,501.4935897435897,246.44675925925927,786.7549019607843,63.25,17279.771241830065,2013
613,Arizona,"6,634,997","27,576",355,"2,344","3,174","6,656","17,391","223,294","48,292","158,036",30277.7908496732,12998.019607843138,12245.78,5548.411764705882,501.4935897435897,246.44675925925927,786.7549019607843,63.25,17279.771241830065,2013
614,Alabama,"4,833,996","20,834",346,"1,449","2,055","4,645","13,788","161,835","42,410","108,862",30277.7908496732,12998.019607843138,12245.78,5548.411764705882,501.4935897435897,246.44675925925927,786.7549019607843,63.25,17279.771241830065,2013
615,Arkansas,"2,958,765","13,705",158,"1,135","1,490","2,261","9,796","106,477","30,369","70,430",30277.7908496732,12998.019607843138,12245.78,5548.411764705882,501.4935897435897,246.44675925925927,786.7549019607843,63.25,17279.771241830065,2013
